JW_ID,Entry,Protein names,Length,Gene Names (primary),AlphaFoldDB,PDB
JW1532,P39831,NADP-dependent 3-hydroxy acid dehydrogenase YdfG (L-allo-threonine dehydrogenase) (EC 1.1.1.381) (Malonic semialdehyde reductase) (EC 1.1.1.298),248,ydfG,P39831;,
JW1538,P77170,Serine recombinase PinQ (EC 3.1.22.-) (EC 6.5.1.-) (DNA-invertase PinQ) (Putative DNA-invertase from lambdoid prophage Qin) (Site-specific recombinase PinQ),196,pinQ,P77170;,
JW1539,P76155,Prophage tail fiber assembly protein homolog TfaQ (Tail fiber assembly protein homolog from lambdoid prophage Qin),191,tfaQ,P76155;,
JW1541,P31061,Prophage DNA-packing protein NohA (Prophage Qin DNA-packaging protein Nu1 homolog),189,nohA,P31061;,
JW1545,P76158,Uncharacterized protein RzpQ,165,rzpQ,P76158;,
JW1546,P76159,Probable prophage lysozyme (EC 3.2.1.17) (Endolysin) (Lysis protein) (Muramidase) (Probable lysozyme from lambdoid prophage Qin),177,rrrQ,P76159;,
JW1551,P76161,Prophage antitermination protein Q homolog QuuQ (Antitermination protein Q homolog from lambdoid prophage Qin),250,quuQ,P76161;,
JW1576,P0A951,Spermidine N(1)-acetyltransferase (SAT) (EC 2.3.1.57) (Spermidine/spermine N(1)-acetyltransferase) (SSAT),186,speG,P0A951;,4R9M;6CY6;
JW1581,P0AAJ1,Probable anaerobic dimethyl sulfoxide reductase chain YnfG (DMSO reductase iron-sulfur subunit YnfG),205,ynfG,P0AAJ1;,
JW5264,P0A6E9,ATP-dependent dethiobiotin synthetase BioD 2 (EC 6.3.3.3) (DTB synthetase 2) (DTBS 2) (Dethiobiotin synthase 2),231,bioD2,P0A6E9;,
JW1587,P77559,Uncharacterized HTH-type transcriptional regulator YnfL,297,ynfL,P77559;,
JW1590,P76176,Uncharacterized serine protease YdgD (EC 3.4.21.-),273,ydgD,P76176;,7UXG;
JW1596,P76177,Protein YdgH,314,ydgH,P76177;,
JW1598,P0AFS3,Dihydromonapterin reductase (H(2)-MPt reductase) (EC 1.5.1.50) (Dihydrofolate reductase) (DHFR) (EC 1.5.1.3),240,folM,P0AFS3;,
JW1600,P52108,Transcriptional regulatory protein RstA,239,rstA,P52108;,
JW1602,P16525,DNA replication terminus site-binding protein (Ter-binding protein),309,tus,P16525;,1ECR;1SUT;2EWJ;2I05;2I06;4XR0;4XR1;4XR2;4XR3;
JW1610,P0ACT6,HTH-type transcriptional regulator UidR (Gus operon repressor) (Uid operon repressor),196,uidR,P0ACT6;,6AYI;
JW1611,P0AET8,7alpha-hydroxysteroid dehydrogenase (7alpha-HSDH) (EC 1.1.1.159) (NAD-dependent 7alpha-hydroxysteroid dehydrogenase),255,hdhA,P0AET8;,1AHH;1AHI;1FMC;7ENY;
JW1620,P77223,Ion-translocating oxidoreductase complex subunit B (EC 7.-.-.-) (Rsx electron transport complex subunit B),192,rsxB,P77223;,
JW1623,P77285,Ion-translocating oxidoreductase complex subunit G (EC 7.-.-.-) (Rsx electron transport complex subunit G),206,rsxG,P77285;,
JW1624,P77179,Ion-translocating oxidoreductase complex subunit E (EC 7.-.-.-) (Rsx electron transport complex subunit E),231,rsxE,P77179;,
JW1625,P0AB83,Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase),211,nth,P0AB83;,2ABK;
JW1627,P0A9D2,Glutathione S-transferase GstA (EC 2.5.1.18) (GST B1-1),201,gstA,P0A9D2;,1A0F;1N2A;
JW1628,P77150,Pyridoxal kinase PdxY (PL kinase) (EC 2.7.1.35) (Pyridoxal kinase 2) (PL kinase 2),287,pdxY,P77150;,1TD2;1VI9;
JW1630,P0AFI7,Pyridoxine/pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5) (PNP/PMP oxidase) (PNPOx) (Pyridoxal 5'-phosphate synthase),218,pdxH,P0AFI7;,1DNL;1G76;1G77;1G78;1G79;1JNW;1WV4;6YLZ;6YMH;
JW1636,P76185,Uncharacterized protein YdhJ,285,ydhJ,P76185;,
JW1639,P76187,Oxidoreductase YdhF (EC 1.-.-.-),298,ydhF,P76187;,1OG6;1UR3;
JW5874,P67430,HTH-type transcriptional repressor NemR (Bleach-sensing transcription factor) (Redox-regulated transcription factor NemR),199,nemR,P67430;,4YZE;
JW1644,P30014,Ribonuclease T (EC 3.1.13.-) (Exoribonuclease T) (RNase T),215,rnt,P30014;,2IS3;3NGY;3NGZ;3NH0;3NH1;3NH2;3V9S;3V9U;3V9W;3V9X;3V9Z;3VA0;3VA3;4KAZ;4KB0;4KB1;
JW1648,P0AGD3,Superoxide dismutase [Fe] (EC 1.15.1.1),193,sodB,P0AGD3;,1ISA;1ISB;1ISC;1ZA5;2BKB;2NYB;
JW1651,P0ACR2,Uncharacterized HTH-type transcriptional regulator YdhB,310,ydhB,P0ACR2;,
JW1654,P0AFU8,Riboflavin synthase (RS) (EC 2.5.1.9),213,ribC,P0AFU8;,1HZE;1I18;1I8D;1PKV;
JW1659,P77147,Uncharacterized protein YdhT,270,ydhT,P77147;,
JW1660,P77409,Putative cytochrome YdhU (Protein PhsC homolog),261,ydhU,P77409;,
JW1662,P77564,Uncharacterized protein YdhW,215,ydhW,P77564;,
JW1664,P0AAL6,Uncharacterized ferredoxin-like protein YdhY,208,ydhY,P0AAL6;,
JW1672,P77499,Probable ATP-dependent transporter SufC,248,sufC,P77499;,2D3W;2ZU0;5AWF;5AWG;
JW1683,P05194,3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1),252,aroD,P05194;,
JW1688,P77378,Putative electron transfer flavoprotein subunit YdiR,312,ydiR,P77378;,
JW1693,P0A8A4,"Phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)",277,ppsR,P0A8A4;,
JW1697,P76204,Putative anti-FlhC(2)FlhD(4) factor YdiV (c-di-GMP regulator CdgR),237,ydiV,P76204;,3TLQ;4ES4;
JW1699,P06611,Vitamin B12 import ATP-binding protein BtuD (EC 7.6.2.8) (Vitamin B12-transporting ATPase),249,btuD,P06611;,1L7V;2QI9;4DBL;4FI3;4R9U;
JW1700,P06610,Thioredoxin/glutathione peroxidase BtuE (EC 1.11.1.24) (EC 1.11.1.9),183,btuE,P06610;,
JW1711,P76206,Uncharacterized protein YdiY,252,ydiY,P76206;,
JW5280,P06999,ATP-dependent 6-phosphofructokinase isozyme 2 (ATP-PFK 2) (Phosphofructokinase 2) (EC 2.7.1.11) (6-phosphofructokinase isozyme II) (Phosphohexokinase 2),309,pfkB,P06999;,3CQD;3N1C;3UMO;3UMP;3UQD;3UQE;
JW1715,P76208,Uncharacterized protein YniB,178,yniB,P76208;,
JW1716,P77247,Hexitol phosphatase B (2-deoxyglucose-6-phosphate phosphatase) (EC 3.1.3.68) (Mannitol-1-phosphatase) (EC 3.1.3.22) (Sorbitol-6-phosphatase) (EC 3.1.3.50) (Sugar-phosphatase) (EC 3.1.3.23),222,hxpB,P77247;,1TE2;
JW5281,P64481,Inner membrane protein YdjM,196,ydjM,P64481;,
JW1719,P76210,Uncharacterized protein YdjO,267,ydjO,P76210;,
JW1722,P37794,Chitooligosaccharide deacetylase ChbG (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase),249,chbG,P37794;,
JW1724,P17410,HTH-type transcriptional regulator ChbR (Chb operon repressor),280,chbR,P17410;,
JW1730,P76213,Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein),295,cho,P76213;,
JW1731,P76214,Protein Ves (Various environmental stresses-induced protein),191,ves,P76214;,
JW1732,P77754,Periplasmic chaperone Spy (Spheroplast protein Y),161,spy,P77754;,5WNW;5WO1;5WO2;5WO3;6BIE;6OWX;6OWY;6OWZ;
JW1738,P09030,Exodeoxyribonuclease III (EXO III) (Exonuclease III) (EC 3.1.11.2) (AP endonuclease VI),268,xthA,P09030;,1AKO;
JW5283,P76220,Uncharacterized protein YdjY,225,ydjY,P76220;,
JW5286,P76909,Uncharacterized ABC transporter ATP-binding protein YnjD,217,ynjD,P76909;,
JW1754,P0ACY1,Putative NAD(P)H nitroreductase YdjA (EC 1.-.-.-),183,ydjA,P0ACY1;,3BM1;3BM2;
JW1759,P77721,Uncharacterized HTH-type transcriptional regulator YdjF,252,ydjF,P77721;,
JW1762,P77704,Uncharacterized protein YdjI,278,ydjI,P77704;,6OFU;
JW1769,P39173,Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Unknown protein from 2D-page spots T26/PR37),294,yeaD,P39173;,
JW1770,P76234,Uncharacterized protein YeaE,284,yeaE,P76234;,
JW1771,P0A908,MltA-interacting protein,248,mipA,P0A908;,
JW1776,P64483,Multifunctional Ser/Thr-tRNA deacylase ProXp-y (EC 3.1.1.-) (Free-standing editing domain ProXp-y) (Homologous trans-editing factor ProXp-y) (ProXp-ST1) (Prolyl-tRNA synthetase insertion domain homolog ProXp-y) (ProRS INS domain homolog ProXp-y),167,proXp-y,P64483;,
JW1779,P76241,HTH-type transcriptional regulator NimR (Regulator of nimT),273,nimR,P76241;,
JW1788,P76250,HTH-type transcriptional regulator DmlR (D-malate degradation protein R),307,dmlR,P76250;,
JW1795,P0AA91,Uncharacterized lipoprotein YeaY,193,yeaY,P0AA91;,
JW1796,P76256,tRNA threonylcarbamoyladenosine biosynthesis protein TsaB (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaB),231,tsaB,P76256;,1OKJ;4WQ4;4WQ5;4YDU;6Z81;
JW1802,P43337,Uncharacterized Nudix hydrolase NudL (EC 3.6.1.-),192,nudL,P43337;,
JW1808,P69805,PTS system mannose-specific EIID component (EII-M-Man) (EIID-Man) (Mannose permease IID component),283,manZ,P69805;,6K1H;7DYR;
JW1811,P36999,23S rRNA (guanine(745)-N(1))-methyltransferase (EC 2.1.1.187) (23S rRNA m1G745 methyltransferase) (Ribosomal RNA large subunit methyltransferase A),269,rlmA,P36999;,1P91;
JW1816,P76268,HTH-type transcriptional regulator KdgR,263,kdgR,P76268;,1YSP;
JW1818,P23894,Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX),293,htpX,P23894;,
JW1821,P76270,Free methionine-R-sulfoxide reductase (fRMsr) (EC 1.8.4.14),165,msrC,P76270;,1VHM;
JW1827,P55798,Serine/threonine-protein phosphatase 1 (EC 3.1.3.16),218,pphA,P55798;,
JW1832,P76280,Uncharacterized protein YobB,218,yobB,P76280;,
JW1833,P0AEK0,Exodeoxyribonuclease 10 (EC 3.1.11.-) (Exodeoxyribonuclease X) (Exo X) (Exonuclease X),220,exoX,P0AEK0;,4FZX;4FZY;4FZZ;
JW1835,P33218,Inner membrane protein YebE,219,yebE,P33218;,
JW1839,P0A955,KHG/KDPG aldolase [Includes: 4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) (2-keto-4-hydroxyglutarate aldolase) (KHG-aldolase); 2-dehydro-3-deoxy-phosphogluconate aldolase (EC 4.1.2.14) (2-keto-3-deoxy-6-phosphogluconate aldolase) (KDPG-aldolase) (Phospho-2-dehydro-3-deoxygluconate aldolase) (Phospho-2-keto-3-deoxygluconate aldolase)],213,eda,P0A955;,1EUA;1EUN;1FQ0;1FWR;1WAU;1WBH;2C0A;
JW1842,P46118,HTH-type transcriptional regulator HexR (Hex regulon repressor),289,hexR,P46118;,
JW1847,P0A9X1,Zinc import ATP-binding protein ZnuC (EC 7.2.2.20),251,znuC,P0A9X1;,
JW1850,P0A809,Holliday junction branch migration complex subunit RuvA,203,ruvA,P0A809;,1BDX;1C7Y;1CUK;1D8L;1HJP;
JW1852,P0A814,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.21.10) (Holliday junction endonuclease RuvC) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC),173,ruvC,P0A814;,1HJR;
JW5307,P0ADI7,Isochorismatase family protein YecD (EC 3.-.-.-),188,yecD,P0ADI7;,1J2R;
JW1857,P37348,UPF0759 protein YecE,272,yecE,P37348;,
JW1859,P76290,Carboxy-S-adenosyl-L-methionine synthase (Cx-SAM synthase) (EC 2.1.3.-),247,cmoA,P76290;,4GEK;4IWN;
JW1863,P67826,PF03932 family protein CutC (Putative copper homeostasis protein CutC),248,cutC,P67826;,
JW1870,P0A9H9,Protein phosphatase CheZ (EC 3.1.3.-) (Chemotaxis protein CheZ),214,cheZ,P0A9H9;,1KMI;
JW1873,P07364,Chemotaxis protein methyltransferase (EC 2.1.1.80),286,cheR,P07364;,
JW1876,P0A964,Chemotaxis protein CheW,167,cheW,P0A964;,2HO9;6S1K;8C5V;
JW1878,P0AF06,Motility protein B (Chemotaxis protein MotB),308,motB,P0AF06;,
JW1879,P09348,Motility protein A (Chemotaxis protein MotA),295,motA,P09348;,
JW1880,P0ABY7,Flagellar transcriptional regulator FlhC,192,flhC,P0ABY7;,2AVU;
JW1886,P31678,Trehalose-6-phosphate phosphatase (TPP) (EC 3.1.3.12) (Osmoregulatory trehalose synthesis protein B) (Trehalose 6-phosphate phosphatase) (Trehalose-phosphatase),266,otsB,P31678;,
JW1890,P0A9A2,Bacterial non-heme ferritin-like protein,167,ftnB,P0A9A2;,
JW1893,P0A998,Bacterial non-heme ferritin (EC 1.16.3.2) (Ferritin-1),165,ftnA,P0A998;,1EUM;4XGS;4ZTT;
JW1896,P0AD05,Uncharacterized protein YecA,221,yecA,P0AD05;,
JW1897,P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5) (Phosphatidylglycerophosphate synthase) (PGP synthase),182,pgsA,P0ABF8;,
JW1899,P0AED5,Response regulator UvrY,218,uvrY,P0AED5;,
JW1902,P37774,L-cystine transport system ATP-binding protein TcyN (EC 7.4.2.12),250,tcyN,P37774;,
JW1903,P0AFT2,L-cystine transport system permease protein TcyL,222,tcyL,P0AFT2;,
JW1905,P0AEM9,L-cystine-binding protein TcyJ (CBP) (Protein FliY) (Sulfate starvation-induced protein 7) (SSI7),266,tcyJ,P0AEM9;,
JW1906,P52627,Regulator of sigma S factor FliZ,183,fliZ,P52627;,
JW1916,P76318,Abasic site processing protein YedK (EC 4.-.-.-) (Peptidase YedK) (EC 3.4.-.-),222,yedK,P76318;,2ICU;6KBS;6KBU;6KBX;6KBZ;6KCQ;6KIJ;6NUA;6NUH;8D2M;
JW1924,P31068,Flagellar assembly protein FliH,228,fliH,P31068;,
JW1935,P0DMC9,Transcriptional regulatory protein RcsA (Colanic acid capsular biosynthesis activation protein A),207,rcsA,P0DMC9;,
JW1938,P76329,Mannosyl-3-phosphoglycerate phosphatase (MPGP) (EC 3.1.3.70),271,yedP,P76329;,1XVI;
JW1941,P46125,Inner membrane protein YedI,305,yedI,P46125;,
JW1945,P46144,Uncharacterized protein YedJ,231,yedJ,P46144;,3GW7;
JW1950,P31658,Protein/nucleic acid deglycase 1 (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124) (Glyoxalase III) (EC 4.2.1.130) (Holding molecular chaperone) (Hsp31) (Maillard deglycase),283,hchA,P31658;,1IZY;1IZZ;1N57;1ONS;1PV2;
JW5322,P76340,Transcriptional regulatory protein HprR (Hydrogen peroxide response regulator),223,hprR,P76340;,
JW5323,P76345,Cytochrome b561 homolog 1,176,yodB,P76345;,
JW1958,P76346,Mlc titration factor A (Mlc-binding protein) (Probable zinc metallopeptidase MtfA) (EC 3.4.11.-),265,mtfA,P76346;,
JW1966,Q47083,HTH-type transcriptional regulator cbl,316,cbl,Q47083;,2FYI;
JW1968,P39176,"Probable L,D-transpeptidase ErfK/SrfK (EC 2.-.-.-)",310,erfK,P39176;,
JW1970,P36561,Adenosylcobinamide-GDP ribazoletransferase (EC 2.7.8.26) (Cobalamin synthase) (Cobalamin-5'-phosphate synthase),247,cobS,P36561;,
JW1971,P0AE76,Bifunctional adenosylcobalamin biosynthesis protein CobU (Adenosylcobinamide kinase) (EC 2.7.1.156) (Adenosylcobinamide-phosphate guanylyltransferase) (EC 2.7.7.62),181,cobU,P0AE76;,
JW5327,P76359,Putative uncharacterized protein YeeP,236,yeeP,P76359;,
JW2001,P60757,ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17),299,hisG,P60757;,1H3D;1Q1K;
JW2005,P60595,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),196,hisH,P60595;,
JW2006,P10371,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase),245,hisA,P10371;,
JW2008,P06989,Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)],203,hisI,P06989;,
JW2024,P37744,Glucose-1-phosphate thymidylyltransferase 1 (G1P-TT 1) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 1) (dTDP-glucose synthase 1),293,rfbA,P37744;,1H5R;1H5S;1H5T;
JW2027,P0AAB6,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (Alpha-D-glucosyl-1-phosphate uridylyltransferase) (UDP-glucose pyrophosphorylase) (UDPGP) (Uridine diphosphoglucose pyrophosphorylase),297,galF,P0AAB6;,
JW5335,P32056,GDP-mannose mannosyl hydrolase (GDPMH) (EC 3.6.1.-) (Colanic acid biosynthesis protein WcaH),159,gmm,P32056;,1RYA;2GT2;2GT4;
JW2039,P0ACD2,Putative colanic acid biosynthesis acetyltransferase WcaF (EC 2.3.1.-),182,wcaF,P0ACD2;,
JW2040,P71239,Putative colanic acid biosynthesis glycosyl transferase WcaE,248,wcaE,P71239;,
JW2044,P77414,Putative colanic acid biosynthesis glycosyl transferase WcaA,279,wcaA,P77414;,
JW2050,P28248,dCTP deaminase (EC 3.5.4.13) (Deoxycytidine triphosphate deaminase),193,dcd,P28248;,1XS1;1XS4;1XS6;2J4H;2J4Q;2V9X;
JW2051,P0A8F4,Uridine kinase (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase),213,udk,P0A8F4;,
JW2053,P04395,"DNA-3-methyladenine glycosylase 2 (EC 3.2.2.21) (3-methyladenine-DNA glycosylase II, inducible) (TAG II) (DNA-3-methyladenine glycosidase II) (DNA-3-methyladenine glycosylase II)",282,alkA,P04395;,1DIZ;1MPG;1PVS;3CVS;3CVT;3CW7;3CWA;3CWS;3CWT;3CWU;3D4V;3OGD;3OH6;3OH9;
JW2057,P76395,Serine/threonine-protein phosphatase 3 (EC 3.1.3.16) (PP2C-like Ser/Thr phosphatase) (Protein phosphatase C),253,pphC,P76395;,
JW2058,P76396,Uncharacterized protein YegL,219,yegL,P76396;,
JW2064,P69228,Transcriptional regulatory protein BaeR,240,baeR,P69228;,4B09;
JW2070,P76407,Lipid kinase YegS (EC 2.7.1.-),299,yegS,P76407;,2BON;2JGR;
JW5152,P0AB33,Biofilm regulator BssS,84,bssS,P0AB33;,
JW1057,P43533,Flagella synthesis protein FlgN,138,flgN,P43533;,
JW1058,P0AEM4,Negative regulator of flagellin synthesis (Anti-sigma-28 factor),97,flgM,P0AEM4;,
JW1060,P0ABW9,Flagellar basal body rod protein FlgB (Putative proximal rod protein),138,flgB,P0ABW9;,
JW1061,P0ABX2,Flagellar basal-body rod protein FlgC (Putative proximal rod protein),134,flgC,P0ABX2;,
JW1089,P0ACE7,Purine nucleoside phosphoramidase (EC 3.9.1.-) (Histidine triad nucleotide binding protein HinT) (HIT protein),119,hinT,P0ACE7;,3N1S;3N1T;
JW1090,P75946,Uncharacterized protein YcfL,125,ycfL,P75946;,
JW1098,P0AB40,Multiple stress resistance protein BhsA (Copper-induced outer membrane component),85,bhsA,P0AB40;,
JW1120,P0AEI6,Phosphatase NudJ (EC 3.6.1.-),153,nudJ,P0AEI6;,
JW1127,P75970,Prophage excisionase-like protein (Excisionase-like protein from lambdoid prophage 14),81,xisE,P75970;,
JW1136,P75979,Uncharacterized protein YmfR,60,ymfR,P75979;,
JW1137,P75980,Protein BeeE,157,beeE,P75980;,
JW1151,P75991,Probable two-component-system connector protein YcgZ,78,ycgZ,P75991;,
JW1152,P75992,Probable two-component-system connector protein YmgA,90,ymgA,P75992;,
JW1154,P75994,Uncharacterized protein YmgC,82,ymgC,P75994;,
JW1156,P58034,Inner membrane protein YmgF,72,ymgF,P58034;,
JW5177,P0AB46,Uncharacterized protein YmgD,109,ymgD,P0AB46;,2LRM;2LRV;
JW5178,Q7DFV3,UPF0757 protein YmgG,114,ymgG,Q7DFV3;,
JW1163,P0A734,Cell division topological specificity factor,88,minE,P0A734;,1EV0;3R9I;3R9J;
JW1166,P76001,Uncharacterized protein YcgJ,122,ycgJ,P76001;,
JW1167,P76002,Inhibitor of g-type lysozyme,133,pliG,P76002;,4DXZ;4DY3;4G9S;
JW1168,P0AB43,Protein YcgL,108,ycgL,P0AB43;,
JW5180,P0A8L5,UPF0260 protein YcgN,153,ycgN,P0A8L5;,
JW1172,P0AG11,Protein UmuD (EC 3.4.21.-) (DNA polymerase V) (Pol V) [Cleaved into: Protein UmuD'],139,umuD,P0AG11;,1AY9;1I4V;1UMU;8GMT;
JW1184,P76011,UPF0410 protein YmgE (Transglycosylase-associated gene protein),84,ymgE,P76011;,
JW1185,P76012,Uncharacterized protein YcgY,146,ycgY,P76012;,
JW1196,P0AB49,Uncharacterized protein YchH,92,ychH,P0AB49;,
JW1204,Q46755,Protein YchQ (Protein SirB2),130,ychQ,Q46755;,
JW1208,P0AE63,Putative cation transport regulator ChaB,76,chaB,P0AE63;,
JW1210,P0AB52,Protein YchN,117,ychN,P0AB52;,1JX7;
JW1221,P37052,UPF0225 protein YchJ,152,ychJ,P37052;,
JW1225,P0ACF8,DNA-binding protein H-NS (Heat-stable nucleoid-structuring protein) (Histone-like protein HLP-II) (Protein B1) (Protein H1),137,hns,P0ACF8;,1HNR;1HNS;1LR1;1NI8;2MW2;
JW1245,P0A8Z0,Acyl-CoA thioester hydrolase YciA (EC 3.1.2.-) (Protein P14),132,yciA,P0A8Z0;,
JW1251,P21361,Uncharacterized protein YciG,59,yciG,P21361;,
JW1265,P0AB61,Protein YciN,83,yciN,P0AB61;,
JW1271,P0ACV4,Lipopolysaccharide assembly protein A,102,lapA,P0ACV4;,
JW1274,P08245,Uncharacterized protein YciH,108,yciH,P08245;,1D1R;
JW1282,P45736,Uncharacterized protein YcjD,117,ycjD,P45736;,
JW1288,P0ACV8,Uncharacterized protein YmjA,81,ymjA,P0ACV8;,
JW1298,P0AFM9,Phage shock protein B,74,pspB,P0AFM9;,
JW1299,P0AFN2,Phage shock protein C,119,pspC,P0AFN2;,
JW1300,P0AFV8,Phage shock protein D,73,pspD,P0AFV8;,
JW1326,P64445,Uncharacterized protein YnaJ,85,ynaJ,P64445;,
JW1341,P33230,Double-strand break reduction protein,69,rcbA,P33230;,
JW5208,P33229,Endodeoxyribonuclease toxin RalR (DNase RalR) (EC 3.1.-.-) (Restriction alleviation and modification enhancement protein) (Toxin RalR),64,ralR,P33229;,
JW1345,P15033,Protein RacC,91,racC,P15033;,
JW1346,P38394,Uncharacterized protein YdaE,56,ydaE,P38394;,
JW1347,P38393,Killing protein KilR (FtsZ inhibitor protein KilR),73,kilR,P38393;,
JW1351,P76062,Prophage repressor RacR (Rac prophage repressor),158,racR,P76062;,
JW1353,P76064,Uncharacterized protein YdaT,140,ydaT,P76064;,
JW5211,P76066,Protein YdaW,186,ydaW,P76066;,
JW5212,P77551,Putative endopeptidase RzpR (EC 3.4.-.-) (Putative Rz endopeptidase from lambdoid prophage Rac),99,rzpR,P77551;,
JW1359,P76068,ParB-like nuclease domain-containing protein YnaK,87,ynaK,P76068;,
JW1360,P76069,Protein YdaY,119,ydaY,P76069;,
JW1370,P37903,Universal stress protein F,144,uspF,P37903;,
JW5215,P0ACW2,Uncharacterized protein YdbJ,88,ydbJ,P0ACW2;,
JW1374,P52644,Heat shock protein HslJ,140,hslJ,P52644;,2KTS;
JW5216,P76076,Uncharacterized protein YdbL,108,ydbL,P76076;,
JW1384,P76078,"1,2-phenylacetyl-CoA epoxidase, subunit B (1,2-phenylacetyl-CoA monooxygenase, subunit B)",95,paaB,P76078;,
JW5823,P0ACW6,Uncharacterized protein YdcH,74,ydcH,P0ACW6;,
JW1432,P64459,Uncharacterized protein YncJ,76,yncJ,P64459;,
JW1433,P67697,Antitoxin HicB,138,hicB,P67697;,6HPB;6HPC;
JW1441,P64455,Uncharacterized protein YdcY,77,ydcY,P64455;,
JW1442,P76111,Inner membrane protein YdcZ,149,ydcZ,P76111;,
JW5235,P76118,Uncharacterized protein YncH,70,yncH,P76118;,
JW1468,P77519,Protein YddL,96,yddL,P77519;,
JW1477,P0C0L2,Peroxiredoxin OsmC (EC 1.11.1.-) (Osmotically-inducible protein C),143,osmC,P0C0L2;,1NYE;1QWI;
JW5034,Q2EEQ2,Large ribosomal subunit protein bL36B (50S ribosomal protein L36 2),46,ykgO,Q2EEQ2;,6I7V;
JW1511,P64461,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase (EC 5.3.1.32) (Autoinducer 2-degrading protein LsrG) (AI-2-degrading protein LsrG) (Phospho-(S)-4,5-dihydroxy-2,3-pentanedione isomerase) (Phospho-AI-2 isomerase)",96,lsrG,P64461;,3QMQ;
JW1516,P76148,Uncharacterized protein YneG,119,yneG,P76148;,
JW1522,P0AEY1,UPF0056 inner membrane protein MarC,221,marC,P0AEY1;,
JW5248,P27245,Multiple antibiotic resistance protein MarR,144,marR,P27245;,1JGS;3VB2;3VOD;3VOE;4JBA;5H3R;
JW5249,P0ACH5,Multiple antibiotic resistance protein MarA,127,marA,P0ACH5;,1BL0;1XS9;
JW1525,P31121,Multiple antibiotic resistance protein MarB,72,marB,P31121;,
JW1529,P31130,Uncharacterized protein YdeI,130,ydeI,P31130;,
JW1534,P64463,Putative selenoprotein YdfZ,67,ydfZ,P64463;,
JW1537,P76154,Cold shock protein YdfK,77,ydfK,P76154;,
